title,description,cuisine,course,prep,cook,serves,taste,difficulty,diet_tags,ingredients,method,adaptations,source
"Miso Chilli Roasted Tofu, Broccoli & Cashews (No Onion/Garlic)","Easy sheet-pan dinner: tofu, broccoli and cashews roasted in an umami-rich sesame, ginger and miso marinade. Adapted egg-free vegan style without onion or garlic; hing stands in for allium depth. Serve over noodles, steamed vegetables or a crunchy cabbage salad.",Fusion,Main Course,15 minutes,25-30 minutes,4,Umami & Spicy,Easy,vegan; vegetarian; egg-free,"400 g firm tofu, pressed and cubed | 1 large head broccoli, cut into florets | 75 g raw cashews | 2 tablespoons white or chickpea miso paste | 2 tablespoons tamari or soy sauce | 1 tablespoon toasted sesame oil | 1 tablespoon neutral oil | 1 tablespoon maple syrup | 1 tablespoon rice vinegar | 1 tablespoon grated fresh ginger | 1-2 teaspoons chilli flakes or chilli paste, to taste | 1 pinch hing (asafoetida) | 1 tablespoon sesame seeds (optional) | Fresh mint or coriander leaves, to finish (optional)","1. Heat the oven to 200°C / 400°F. Line a large baking tray. | 2. Warm the neutral oil briefly, bloom the hing in it for a few seconds, then whisk with miso, tamari, sesame oil, maple syrup, rice vinegar, ginger and chilli until smooth. | 3. Toss the tofu cubes in half the marinade and spread on the tray. | 4. Toss broccoli and cashews with the remaining marinade and arrange around the tofu in a single layer. | 5. Roast 25-30 minutes, turning once, until the tofu is golden at the edges and the broccoli is tender with charred tips. | 6. Scatter sesame seeds and herbs if using, and serve hot.",Reconstructed from Botanical Kitchen public recipe description (member-only full amounts were not publicly readable). Kept vegan and egg-free; no onion or garlic; hing (asafoetida) added for allium-free savoury depth.,https://www.botanicalkitchen.com/recipes/miso-chill-roasted-tofu-broccoli-cashews/
Onion Capsicum Arachuvitta Sambhar,Arachuvitta means freshly ground and this traditional sambhar from Tamil nadu is made with freshly ground masala,Tamil Nadu,Dals and Kadhis,16-20 minutes,31-40 minutes,4,Spicy,Moderate,vegetarian; egg-free; lacto-vegetarian,"1 medium Green capsicum, thickly sliced 1/ | 2 cup Split pigeon peas (tuvar dal), pressure cooked with ¼ tsp turmeric powder | 1 tablespoon Oil a pinch Fenugreek seeds (methi dana) 10- | 2 Curry leaves 1/ | 4 teaspoon Asafoetida 1/ | 2 teaspoon Turmeric powder | 1 1/ | 1 lemon si Tamarind, soaked in | 1 cup warm water for | 0 minutes | 1 tablespoon Jaggery, chopped | 2 tablespoons Fresh coriander leaves, chopped Masala paste 1/ | 4 cup Coriander seeds | 1 tablespoon Cumin seeds | 2 tablespoons Split pigeon peas (tuvar dal) | 1 tablespoon Split Bengal gram (chana dal) 1/ | 2 cup Fresh coconut, scraped 1/ | 2 teaspoon Oil 5- | 6 Dried red chillies (pandi) Tempering | 1 tablespoon Ghee | 1 teaspoon Mustard seeds a pinch Asafoetida 5- | 6 Curry leaves","1. To make the masala paste, dry roast coriander seeds and cumin seeds till fragrant in a non-stick pan. | 2. Transfer onto a plate and set aside to cool. | 3. Similarly, dry roast pigeon peas and Bengal gram in the same pan till they turn golden brown. | 4. Transfer onto the same plate and let them cool. | 5. Dry roast coconut in the same pan till it turns golden brown. | 6. Transfer onto the same plate and let it cool. | 7. Heat oil in the same pan, add the dried red chillies and saute for a minute. | 8. Transfer onto the same plate and let them cool completely. | 9. Put all these ingredients into a mixer jar, add ½ cup water and blend to a semi-smooth paste. | 10. To make the sambhar, heat oil in a non-stick deep pan. | 11. Add fenugreek seeds and 5-6 curry leaves and sauté for a few seconds. | 12. Add the and sauté till translucent. | 13. Add the capsicum and sauté till the turn golden brown. | 14. Add turmeric powder, sambhar masala and salt and sauté for a minute. | 15. Squeeze the soaked tamarind to extract the pulp and add along with the water and mix well. | 16. Let the mixture come to a boil. | 17. Continue to cook for 10-12 minutes. | 18. Add the ground paste and mix well. | 19. Cook for 2-3 minutes. | 20. Add the cooked pigeon peas and mix. | 21. Add the remaining curry leaves and mix well. | 22. Cook for 1-2 minutes. | 23. Add jaggery and mix, cook till it melts. | 24. Add coriander leaves and mix well. | 25. To make the tempering, heat ghee in a small pan. | 26. Add mustard seeds and let them splutter. | 27. Add asafoetida and curry leaves and mix. | 28. Pour this into the sambhar and mix well. | 29. Serve hot with steamed rice.",Removed onion/garlic (and related alliums). Egg-free.,vegetarian-recipes.txt
Orange and Quinoa Salad,"This vibrant quinoa salad combines juicy orange segments, roasted walnuts, and crisp radishes with tender cherry tomatoes and crunchy microgreens.",Fusion  Course:,Salads,31-40 minutes,0-5 minutes,4,Sweet & Sour,Easy,vegetarian; egg-free; lacto-vegetarian,"2 medium oranges | 2 cups quinoa, cooked | 0 cherry tomatoes 8- | 0 walnuts, roasted and roughly chopped 8- | 0 red radishes, thinly sliced 1/ | 2 cup microgreens Feta cheese to sprinkle Dressing | 6 tablespoons olive oil | 1 pinch hing (asafoetida) | 4 lemons | 3 tablespoons honey","1. Peel orange and separate the segments. | 2. Warm a pinch of hing in a little hot oil before adding the main ingredients. | 3. Remove seeds and halve them. | 4. Thinly slice and gently separate the layers. | 5. To make the dressing, take marmalade in a small jar, add salt, crushed black peppercorns, olive oil and mix till well combined. | 6. Halve the lemons and squeeze their juice directly into the jar and mix well. | 7. Add honey, place the lid on and shake the mixture till everything is well combined. | 8. Halve the cherry tomatoes. | 9. Take quinoa in a large bowl, add walnuts, cherry tomatoes, red radishes, micro greens and halved orange segments. | 10. Pour the dressing into it and toss lightly. | 11. Transfer the salad onto a serving plate, crumble and sprinkle feta cheese on top. | 12. Serve immediately.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Orange Fizz,A refreshing and fizzy beverage made using fresh oranges and tonic water! Check out this fizzy nonalcoholic drink - Orange Fizz.,Fusion  Course:,Beverages,,0 minutes,4,Tangy,,vegan; vegetarian; egg-free,9 oranges | 8 teaspoons powdered sugar Ice cubes as required Mint sprigs as required Tonic water as required,1. Halve 8 oranges and slice 1 . | 2. Squeeze halved to extract juice and strain through a fine strainer. | 3. Add powdered sugar and mix well. | 4. Add ice cubes in 4 serving glasses and add 1 orange slice in each glass. | 5. Top up with more ice. | 6. Add mint sprigs and top up with orange juice. | 7. Finally top up with tonic water. | 8. Serve chilled.,Egg-free.,vegetarian-recipes.txt
Orange Pineapple Chia Drink,"A refreshing nutritious drink made with Orange, Pineapple and Chia tastes amazing as well as looks great. So whip up a quick drink to sip on this afternoon.",Fusion  Course:,Beverages,,0 minutes,4,Tangy,,vegan; vegetarian; egg-free,,,Egg-free.,vegetarian-recipes.txt
Palak Moongphalli Til Pulao,Appearance of a dish is as important as its taste and this pulao scores high on both points,Indian  Course:,Rice,16-20 minutes,21-25 minutes,4,Mild,Easy,vegan; vegetarian; egg-free,"1 medium bunch Fresh spinach (palak), shredded | 1 cup Spinach puree | 1 cup Raw peanuts (kachchi moongphalli), soaked and boiled | 1 tablespoon White sesame seeds (til) | 3 cups Basmati rice, cooked | 1 tablespoon Oil | 1 pinch hing (asafoetida) | 1 teaspoon Cumin seeds | 1 Bay leaf 10- | 2 Black peppercorns | 4 medium Potatoes, peeled | 1 teaspoon Red chilli powder 1/ | 4 teaspoon Turmeric powder | 1 tablespoon Lemon juice to garnish Fresh red chilli to garnish Tomato wedges","1. Heat oil in a deep non-stick pan, add sesame seeds and saute till light brown, then add a pinch of hing. | 2. Add cumin seeds, bay leaf and peppercorns, mix and sauté for a few minutes. | 3. Cut potatoes into cubes, add to the pan and mix. | 4. Add mix and cook till the potatoes turn golden. | 5. Add peanuts, red chilli powder, turmeric powder, garam masala powder and salt, mix well and cook for 1-2 minutes. | 6. Add spinach leaves, mix and cook till the leaves wilt. | 7. Add spinach puree, lemon juice and Fortune Biryani Rice, mix lightly and cook till rice gets heated through. | 8. Transfer into a serving bowl, garnish with red chilli and tomato wedges and serve hot.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Palak Paneer,"Cottage cheese cooked in spinach-based gravy and fresh Indian spices is a household staple. Master the art of making this simple, wholesome and nutritious veg dish by following this recipe.",Punjabi  Course:,Main Course-Veg,11-15 minutes,11-15 minutes,4,Mild,Medium,vegetarian; egg-free; lacto-vegetarian,0 grams paneer (cottage cheese) | 2 medium bunches of spinach | 1 green chilli | 2 tablespoons oil | 1 pinch hing (asafoetida) | 4 teaspoon garam masala | 2 tablespoons fresh cream + for garnish A large pinch of dried fenugreek leaves (kasuri methi) powder Parantha to serve,"1. Finely chop and cut paneer into 1-inch cubes. | 2. Boil sufficient water in a deep pan. | 3. Add spinach leaves and blanch fir 1 minute. | 4. Drain into iced cold water. | 5. Drain the spinach leaves and squeeze out excess water and put into a mixer jar. | 6. Add green chilli and 1/2 cup water and grind to a fine paste. | 7. Heat oil in a non stick pan, add cumin seeds and let them change colour, then add a pinch of hing. | 8. Add the and sautè till translucent. | 9. Add mix and cook for a minute. | 10. Add the ground spinach paste, mix and cook for 1-2 minutes. | 11. Add salt, garam masala powder, paneer cubes and fresh cream and gently mix. | 12. Cook for 1 minute. | 13. Add dried fenugreek leaves powder, mix and cook for 1 minute. | 14. Take the pan off the heat. | 15. Garnish with fresh cream and serve hot with parantha.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Paneer Matar Makhana,"This vegetarian main course recipe is made with cottage cheese, green peas and lotus seeds cooked in a rich velvety gravy. You can enjoy this with hot paranthas, chapatis or rotis.","Indian,Fusion  Course:",Main,11-15 minutes,26-30 minutes,4,Mild,Easy,vegetarian; egg-free; lacto-vegetarian,0 grams Paneer (cottage cheese) cut into small cubes 1/ | 4 cup Green peas boiled | 2 cups Lotus seeds | 5 tablespoons Ghee | 1 pinch hing (asafoetida) | 1 Tomato | 1 Green chilli | 1 inch Ginger roughly chopped 4- | 1 teaspoon Cumin seeds | 1 teaspoon Red chilli pepper | 1 tablespoon Coriander powder | 1 teaspoon Cumin powder 1/ | 4 teaspoon Turmeric powder 1/ | 4 teaspoon Garam masala powder 1/ | 4 teaspoon Dried fenugreek leaves (kasoori methi) powder | 2 tablespoons Fresh cream,"1. Heat 1 tsp ghee in a non-stick pan, add lotus seeds and saute on low heat for 5-6 minutes or till crisp. | 2. Transfer onto a plate and set aside. | 3. Heat 2 tsps ghee in the same pan, add and saute till golden brown. | 4. Add tomato, green chilli, ginger and and saute well. | 5. Add salt and mix well. | 6. Cover and cook for 5-6 minutes. | 7. Set aside to cool slightly. | 8. Transfer the mixture into a blender jar and add ¼ cup water and blend to a smooth paste. | 9. Heat remaining ghee in the same pan, add cumin seeds and sauté till their colour changes, then add a pinch of hing. | 10. Add the ground paste, mix well, cover and cook for 5-6 minutes. | 11. Add red chilli powder, coriander powder, cumin powder and turmeric powder, mix well and saute for a few seconds. | 12. Add ¾ cup water, mix, and cook for a minute. | 13. Add green peas, cottage cheese and the roasted lotus seeds and mix well. | 14. Sprinkle garam masala powder, dried fenugreek leaves powder and fresh cream and mix well. | 15. Add honey and mix and take the pan off the heat. | 16. Transfer into a serving bowl, garnish with coriander sprigs and serve hot with paranthe, wedges, green chillies and lemon wedges.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Paneer Parantha,Paranthe can be stuffed with different stuffings. Paneer paranthe is one of them that is both healthy and delicious,Indian  Course:,Breads,2-2.30 hour,26-30 minutes,4,Mild,Moderate,vegetarian; egg-free; lacto-vegetarian,"1 pinch hing (asafoetida) | 1 litre full cream milk | 1 cup fresh cream 1/ | 2 cup vinegar Dough, made with | 1 1/ | 2 cups whole wheat flour 1/ | 2 cup grated processed cheese | 2 green chillies, chopped | 1 teaspoon red chilli powder 1/ | 2 teaspoon garam masala powder | 2 teaspoons chaat masala 1/ | 2 teaspoon carom seeds (ajwain)","1. To make paneer heat milk in a deep non-stick pan, add cream and bring it to a boil, then add a pinch of hing. | 2. Add vinegar and mix well. | 3. Keep a large sieve over a bowl and line it with a muslin cloth. | 4. When the milk curdles, pour it in the sieve and strain the excess whey. | 5. Gather the edges of the cloth together and put it in cold water. | 6. Remove from water, keep it again in the sieve and keep a heavy weight over it. | 7. Set aside for 2 hours to let all the water drain away. | 8. To make the stuffing, crumble the paneer into a bowl. | 9. Add cheese, green chillies, red chilli powder, garam masala, chaat masala, carom seeds, fresh coriander leaves and salt and mix well. | 10. Divide the dough into equal portions. | 11. Shape into balls and press between your palms, make a cavity in the centre of each ball and add spoonful of paneer stuffing, bring the edges together and seal completely. | 12. Roll them out into five inch diameter paranthe. | 13. Heat a non-stick tawa, place one parantha at a time on it and cook for ½ minute. | 14. Flip it and apply ghee on the cooked side. | 15. Turn it over again and spread a little more ghee on the other side too. | 16. Cook, turning sides, till both sides are evenly cooked and golden brown. | 17. Wrap the paranthe in Freshwrapp and pack it in tiffin with yogurt packed in a small container with lid.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Pani Puri,"Pani puri is a popular Indian street food snack, crispy puri shells filled with spicy, tangy flavored water (pani), along with a mixture of mashed potatoes, chickpeas, onions, and a tamarind chutney.",Indian  Course:,Snacks and Starters,31-40 minutes,0-5 minutes,4,Tangy,Moderate,vegan; vegetarian; egg-free,"Puris as required | 4 medium potatoes, boiled and peeled 1½ cups moong sprouts, blanched | 1 teaspoon roasted cumin powder | 1 teaspoon chaat masala + for sprinkling | 2 cups ragda Fried papdis as required Sev for sprinkling Imli chutney | 1 cup tamarind (imli), soaked in warm water for | 0 minutes | 1 cup deseeded dates, soaked in warm water for | 0 minutes ¼ cup melted jaggery | 1 small bunch fresh mint leaves (pudina) ½ small bunch fresh coriander leaves 4- | 2 teaspoons roasted cumin powder | 2 tablespoons pani puri masala Juice of | 1 lemon Ice cubes as required","1. To prepare imli chutney, drain the excess water from tamarind and dates. | 2. Strain the tamarind in a bowl and squeeze to get the pulp. | 3. Grind dates alongwith some water into a smooth and thick puree. | 4. Add the date puree, melted jaggery, cumin powder, chilli powder and salt to the tamarind pulp and mix. | 5. Add 1 cup water and mix well. | 6. To prepare pudine ka pani, separate the mint leaves from the sprigs. | 7. Blend together coriander sprigs, mint leaves and broken green chillies alongwith some water into a smooth mixture. | 8. Transfer in a bowl. | 9. Add salt, cumin powder, chaat masala, black salt, pani puri masala, lemon juice and 4 cups water to the ground mint leaves mixture and mix well. | 10. Add few ice cubes and mix well. | 11. Mash the potatoes in another bowl. | 12. Add moong sprouts and mix. | 13. Add cumin powder, 1 teaspoon chaat masala, chilli powder, black salt and salt and mix well. | 14. Add salted boondi to pudine ka pani and mix well. | 15. Crack the top of each puri, put some radga, potato-moong mixture, pour some imli chutney and pudine ka pani and serve immediately. | 16. To prepare sukka puri, put some potato-moong mixture on fried puris, sprinkle some salt, chaat masala, black salt and sev on top and serve immediately.",Egg-free.,vegetarian-recipes.txt
Papaya Parantha,Begin your day with these healthy paranthas - an ideal breakfast snack,Indian  Course:,Breads,21-25 minutes,21-25 minutes,4,Spicy,Easy,vegetarian; egg-free; lacto-vegetarian,"1 pinch hing (asafoetida) | 1 medium Raw papaya, peeled and grated | 0 grams Whole wheat flour (atta) | 1 tablespoon Ginger, finely chopped 2- | 3 Green chillies, finely chopped 1/ | 4 cup Salted peanuts, coarsely crushed | 1 teaspoon Red chilli powder | 1 teaspoon Garam masala powder | 1 tablespoon Sugar","1. Mix together raw papaya, whole wheat flour, ginger, green chillies, salted peanuts, red chilli powder, garam masala powder, sugar, lemon juice and salt in a bowl. | 2. Warm a pinch of hing in a little hot oil before adding the main ingredients. | 3. Add sufficient water and knead into a dough. | 4. Heat a non-stick tawa. | 5. Divide the dough into equal portions and roll out into large discs. | 6. Place the paranthas on the hot tawa, one at a time, and cook, basting with oil and turning sides, till evenly browned on both the sides. | 7. Cut each parantha into 4 pieces, arrange them on a serving platter and serve hot with yogurt.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Pav Bhaji Pull Apart,"Indulge in the ultimate comfort food hug with our Pav Bhaji Pull Apart – a spicy, buttery delight that'll have you coming back for more with every tear!",Indian  Course:,Snacks and Starters,31-40 minutes,26-30 minutes,4,Spicy,Moderate,vegetarian; egg-free; lacto-vegetarian,"A set of | 6 multigrain pavs | 1 tablespoon oil | 1 pinch hing (asafoetida) | 2 teaspoons butter + for brushing | 1 large tomato, finely chopped | 1 medium green capsicum, finely chopped ½ cup grated carrot ½ cup grated cauliflower 2- | 3 medium potatoes, boiled, peeled and mashed ¼ cup frozen green peas 1½ tablespoons pav bhaji masala | 1 green chilli, finely chopped | 1 teaspoon red chilli paste | 1 teaspoon garam masala powder | 2 teaspoons lemon juice | 1 tablespoon finely chopped fresh coriander leaves ½ cup grated mozzarella cheese | 2 cheese slices","1. Preheat the oven at 180º C. | 2. Heat oil and 2 teaspoons butter in a non-stick pan, then add a pinch of hing. | 3. Add and sauté till translucent. | 4. Add a pinch of salt and sauté till turn golden brown. | 5. Add and sauté for a while. | 6. Add tomato and cook till it turns pulpy. | 7. Add capsicum, carrot and cook for a while. | 8. Add cauliflower, potatoes and frozen green peas. | 9. Mix well. | 10. Add salt, pav bhaji masala, green chilli, red chilli paste and garam masala powder. | 11. Sauté well. | 12. Mash the mixture well. | 13. Add lemon juice and coriander leaves. | 14. Add little water and mash again. | 15. Line a baking tray with parchment paper. | 16. Take the set of pavs on a worktop and halve it horizontally. | 17. Place the base layer on the tray lined with parchment paper and spread bhaji all over it. | 18. Sprinkle mozzarella cheese all over and place the cheese slices. | 19. Cover with top layer. | 20. Brush top of pavs with butter. | 21. Keep the tray in the preheated oven and bake for 4-5 minutes or till cheese melts. | 22. Place on a serving wooden platter with the parchment paper. | 23. Pull apart individual pav from the whole set and serve hot.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Pesarattu,"A traditional Andhra snack made from green gram (mung bean) batter, typically served with chutney or spicy fillings.""This is healthy and tasty too.",Andhra  Course:,Snacks and Starters,8-10 hour,26-30 minutes,4,Spicy,Easy,vegetarian; egg-free; lacto-vegetarian,"1 cup whole green gram (sabut moong), soaked overnight | 2 tbsps rice, soaked overnight | 1 green chilli | 1 inch ginger, finely chopped 7- | 8 curry leaves | 0 grams cottage cheese (paneer), cut into 1½ inch cubes 2- | 3 medium tomato, sliced Gunpowder (molaga podi) to sprinkle Tomato ketchup to serve Coconut chutney to serve","1. Blend green gram, rice, green chilli, ginger, curry leaves and coriander leaves with sufficient water to a fine paste. | 2. Transfer into a bowl and set aside for 1 hour. | 3. Add salt and mix well. | 4. Heat a non-stick pan, drizzle and little oil rub with muslin cloth. | 5. Pour a ladle of batter, and spread it evenly. | 6. Drizzle some more oil all around. | 7. Flip when the underside is golden and cook the other side till golden brown, Place paneer cubes and tomato slices alternately and sprinkle gunpowder over them. | 8. Fold and remove the pesarattu from the pan onto a serving plate. | 9. Serve hot with tomato ketchup and coconut chutney.",Egg-free.,vegetarian-recipes.txt
